Estado_civil,Curso,Modalidad_asistencia,Nacionalidad,Cualificación_de_la_madre,Cualificación_del_padre,Desplazado,Necesidades_educativas_especiales,Deudor,Matrícula_al_día,Género,Titular_de_la_beca,Estudiante_internacional,Nota_primer_semestre,Nota_segundo_semestre,Tasa_de_desempleo,Rendimiento
Soltero/a,Servicio Social,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,Si,No,10.6,11.16666667,11.1,Enrolled
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Otro - 11º Año de Escolaridad,No,No,No,Si,Femenino,No,No,13.42857143,12.66666667,13.9,Enrolled
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Desconocido,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,11.75,0.0,7.6,Dropout
Soltero/a,Turismo ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,Si,No,Masculino,No,No,0.0,0.0,15.5,Dropout
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,No,Masculino,No,No,0.0,0.0,10.8,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,No,No,No,No,Masculino,No,No,0.0,0.0,15.5,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,13.0,0.0,8.9,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,Si,No,13.33142857,13.33142857,10.8,Graduate
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,No,No,0.0,0.0,12.4,Dropout
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,0.0,0.0,12.4,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,13.7,13.7,7.6,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Frecuencia de Educación Superior,2º ciclo del bachillerato general,No,No,Si,No,Masculino,No,No,0.0,0.0,9.4,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,13.45454545,13.875,11.1,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,No,No,12.2,12.2,12.7,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,10.0,11.0,12.7,Dropout
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,Si,No,13.0,12.85714286,8.9,Graduate
Soltero/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,12.0,14.0,11.1,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,15.02857143,15.02857143,12.7,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,12.0,11.71428571,15.5,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,No,No,12.0,12.4,9.4,Graduate
Soltero/a,Higiene Bucal,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,No,No,No,No,Masculino,No,No,13.66666667,11.33333333,10.8,Dropout
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,0.0,0.0,13.9,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,12.0,12.5,15.5,Enrolled
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,Si,No,No,Si,Masculino,Si,No,0.0,0.0,10.8,Graduate
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,Si,No,Masculino,No,No,14.0,0.0,9.4,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,0.0,0.0,11.1,Dropout
Soltero/a,Higiene Bucal,Matutino,Portugués,Educación Superior - Grado,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,12.375,12.58333333,8.9,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico-profesional,Si,No,No,No,Masculino,No,No,0.0,0.0,16.2,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,11.42105263,11.07692308,15.5,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,No,No,13.35,13.35,7.6,Graduate
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,Si,No,15.0,16.0,15.5,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,No,10.5,0.0,12.7,Dropout
Soltero/a,Equinocultura,Matutino,Portugués,Educación Superior - Licenciatura ,Educación Superior - Grado,Si,No,No,No,Masculino,No,No,0.0,0.0,10.8,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,No,13.25,11.83333333,13.9,Graduate
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,10º Año de Escolaridad,Si,No,No,Si,Masculino,No,No,0.0,0.0,7.6,Dropout
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,11.5,10.6,10.8,Enrolled
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,Si,No,13.88125,13.88125,9.4,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Superior - Grado,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,11.33333333,12.6,9.4,Graduate
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,Si,Si,Femenino,No,No,0.0,0.0,16.2,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,12.85714286,13.66666667,13.9,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,Si,Si,Femenino,No,No,11.6,12.5,8.9,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Otro - 11º Año de Escolaridad,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,Si,No,11.4,11.33333333,12.4,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,13.33333333,13.0,16.2,Enrolled
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Otro - 11º Año de Escolaridad,Carrera técnico superior profesional,No,No,Si,Si,Femenino,Si,No,13.57142857,13.77777778,12.4,Graduate
Casado/a,Higiene Bucal,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,No,No,11.83333333,12.22857143,12.4,Graduate
Soltero/a,Educación Básica,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,No,Si,Femenino,Si,No,14.42857143,14.14285714,16.2,Graduate
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Grado,Si,No,No,Si,Femenino,No,No,0.0,0.0,12.4,Enrolled
Soltero/a,Turismo ,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,12.28571429,12.4,8.9,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Otro - 11º Año de Escolaridad,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Femenino,No,No,14.4,13.8,7.6,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,Si,No,13.15,15.06875,13.9,Graduate
Soltero/a,Gerencia ,Matutino,Caboverdiano,Educación Superior - Licenciatura ,Carrera técnico superior profesional,No,No,Si,No,Masculino,No,Si,0.0,0.0,15.5,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Brasileño,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Grado,No,No,Si,Si,Masculino,No,Si,0.0,0.0,11.1,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,Si,No,12.34285714,12.34285714,10.8,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,12.2,10.8,10.8,Enrolled
Soltero/a,Turismo ,Matutino,Portugués,7º Año (Antiguo),Carrera de especialización tecnológica,Si,No,No,Si,Femenino,No,No,10.5,11.0,7.6,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,10.6,11.6,12.4,Graduate
Soltero/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,0.0,0.0,11.1,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Femenino,Si,No,11.25,12.0,10.8,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Caboverdiano,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,Si,10.5,11.7,9.4,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,Si,No,11.0,11.66666667,9.4,Enrolled
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,13.45714286,14.5125,13.9,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,12.6,12.33333333,7.6,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,No,No,Femenino,No,No,0.0,0.0,12.7,Dropout
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Superior - Grado,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,13.66666667,13.6,8.9,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,Si,Si,Femenino,Si,No,11.6,11.8,11.1,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,No,No,12.57142857,12.83333333,11.1,Dropout
Soltero/a,Educación Básica,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,11.8,11.4,10.8,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,11.6,12.66666667,9.4,Enrolled
Soltero/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,11.33333333,11.83333333,8.9,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,No,No,10.66666667,11.5,7.6,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,13.5,13.4,12.7,Enrolled
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,Si,No,0.0,0.0,10.8,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Superior - Maestría ,Educación Superior - Maestría ,No,No,No,Si,Femenino,No,No,13.33333333,11.5,13.9,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Superior - Licenciatura ,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,13.4,13.5,10.8,Enrolled
viudo/a,Servicio Social,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,Si,No,10.2,12.25,12.7,Enrolled
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,13.0,12.83333333,8.9,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,12.90857143,12.90857143,10.8,Graduate
Soltero/a,Educación Básica,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Otro - 11º Año de Escolaridad,Si,No,No,Si,Femenino,No,No,12.0,10.0,10.8,Dropout
Soltero/a,Turismo ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,10.83333333,11.0,7.6,Enrolled
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,No,No,15.33333333,15.83333333,12.7,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,12.81666667,12.875,11.1,Enrolled
Soltero/a,Gerencia ,Matutino,Brasileño,Carrera de grado superior especializada,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,Si,No,Masculino,No,Si,13.0,14.0,11.1,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Turco,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Grado,No,No,Si,Si,Femenino,No,Si,13.5,11.0,8.9,Enrolled
Casado/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,12.5,12.16666667,15.5,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,Si,No,13.0,14.33333333,12.4,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,No,11.75,12.57142857,10.8,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,12.5,14.25,7.6,Graduate
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,11.61111111,12.05555556,12.4,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,14.0,14.66666667,11.1,Graduate
Soltero/a,Agronomía,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Maestría ,Si,No,Si,No,Masculino,No,No,0.0,0.0,16.2,Dropout
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,13.8,13.83333333,9.4,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Superior - Maestría ,Carrera técnico-profesional,Si,No,No,No,Masculino,No,No,0.0,0.0,12.7,Dropout
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Superior - Grado,No sabe leer ni escribir,No,No,No,No,Masculino,No,No,0.0,0.0,9.4,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,Si,No,12.25,12.33333333,8.9,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,11.5,13.66666667,12.4,Dropout
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,12.57142857,12.55555556,16.2,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación Superior - Licenciatura ,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,12.0,12.16666667,11.1,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,No,12.0,12.30769231,15.5,Graduate
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,0.0,0.0,10.8,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Masculino,Si,No,12.0,11.16666667,10.8,Graduate
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,11.6,12.25,7.6,Enrolled
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Masculino,Si,No,0.0,0.0,11.1,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,12.0,13.0,8.9,Enrolled
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,13.97666667,12.04166667,11.1,Enrolled
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Superior - Licenciatura ,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,No,No,12.5,10.0,16.2,Enrolled
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,No,Masculino,No,No,0.0,0.0,9.4,Dropout
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,10.5,12.5,15.5,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,No,No,12.85714286,12.3,16.2,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Superior - Grado,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,11.66666667,12.0,9.4,Enrolled
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,13.0,10.0,8.9,Dropout
Soltero/a,Turismo ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,11.83333333,10.4,7.6,Enrolled
Soltero/a,Servicio Social (presencialidad vespertina),0,Portugués,Desconocido,Carrera de especialización tecnológica,No,No,No,Si,Masculino,No,No,12.45454545,12.75,9.4,Graduate
Soltero/a,Ingeniería Informática ,Matutino,Portugués,11º Año de Escolaridad - No Concluido,Otro - 11º Año de Escolaridad,Si,No,No,Si,Masculino,No,No,11.0,0.0,10.8,Dropout
Casado/a,Ingeniería Informática ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,No,No,13.2,14.25,7.6,Enrolled
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,Si,No,15.5,14.16666667,11.1,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,12.33333333,13.66666667,11.1,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Superior - Grado,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,No,No,12.0,11.4,13.9,Enrolled
Soltero/a,Agronomía,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Grado,Si,No,No,Si,Masculino,No,No,11.6,11.5,15.5,Enrolled
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,Si,No,11.33333333,12.28571429,16.2,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,No,0.0,0.0,9.4,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Grado,Si,No,No,Si,Masculino,No,No,12.0,12.5,10.8,Enrolled
Soltero/a,Equinocultura,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,No,No,12.0,12.6,9.4,Graduate
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,Si,Si,Masculino,No,No,12.5,11.5,12.7,Dropout
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Superior - Licenciatura ,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,13.66666667,13.0,8.9,Graduate
Casado/a,Agronomía,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,Si,No,Masculino,No,No,14.5,0.0,15.5,Dropout
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,Si,No,13.2,0.0,12.4,Dropout
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,Si,No,12.16666667,14.8,8.9,Dropout
divorciado/a,Periodismo y Comunicación,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,11.25,11.33333333,10.8,Graduate
